Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Predicted Cargo Metric TONS - Linear Regression,Predicted Cargo Metric TONS - RF,Predicted Cargo Metric TONS - GB
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Cargo,Passenger,835.2849503098724,813.6977627620004,461.9848212852655
201110,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,241.53549823040362,15.241318343999996,190.50871476226027
201308,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,31.159319253637705,47.81950992,36.153280376025414
201912,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,-85.94529954379618,8.493151967999996,66.7249165215058
200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,229.51435614848424,438.89301791999975,219.15538532771677
201707,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Express,Passenger,594.5113922752162,0.9486408959999996,314.11457225976363
200609,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Express,Passenger,-32.78251541910049,5.424756623999997,-2.624085876513627
202001,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,33.97589361244195,83.21109652799994,60.053560676892275
200512,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,51.402096118974896,0.608009976,204.74646504652856
201106,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,49.967723567826624,15.396526656000018,36.153280376025414
200707,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,157.4945941448143,0.7214644080000011,113.83425736215658
200709,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,381.33694848503137,440.9833790880004,422.84149286587353
200606,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Deplaned,Cargo,Freighter,341.46128248384093,280.0032565680001,422.2815040023119
201410,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,307.87438048143804,160.23916238399985,214.40930889891385
201405,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,303.7885721841392,672.0525307439998,229.35104884889412
201407,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,374.71819051397983,261.4338523439998,433.88598969620915
201803,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,-51.727784121097784,25.889464944000014,60.053560676892275
200802,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,256.1584712125557,179.17272575999976,221.66761842520316
201904,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Express,Passenger,48.440098897590815,3.647987279999997,49.922546775276324
201005,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,-17.168086420125974,14.496135191999992,21.288123983981347
200910,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,6.751528407998194,14.103362951999989,21.288123983981347
201602,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Deplaned,Cargo,Freighter,1323.7319746196881,2254.848298749997,1604.8746577090178
201205,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,116.93684059369389,31.73410548000003,64.78464490589236
202009,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Deplaned,Cargo,Freighter,1321.2279658943112,319.82580756,1072.2787999329698
200509,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,-85.26161826560292,38.41922599199996,-20.81818521233731
201604,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,272.44468398384197,613.1917753919995,214.40930889891385
200706,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Mail,Passenger,3.8557187118694856,31.673282256000043,36.153280376025414
201805,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Deplaned,Cargo,Passenger,52.20203685509205,51.06087655200001,227.265092369445
201003,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,273.4847314284664,35.301787416000025,219.29508514541544
200802,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,-15.919158235232771,14.14659556800001,21.288123983981347
200906,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,120.50726605891919,66.27119133600007,72.28546621670847
201607,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,269.76870865173964,216.1158602399997,237.92440607778036
200605,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,-26.516214857640534,13.936134239999996,-6.033733551348196
201910,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,292.27344981537794,308.1965377680001,233.21312912167764
200806,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,2005.420195132036,3073.875612119999,3008.0407551260632
201306,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,31.171623964818764,44.33543100000004,36.153280376025414
201807,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,243.72611414999528,337.98970245599963,227.265092369445
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,499.03834119099633,540.8646022080009,454.05696912981773
201006,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,-10.80034040332157,20.466513647999978,-5.515452978669902
200710,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,293.5418338725144,517.8756643199999,122.38177644335632
201806,Kalitta Air,K4,Kalitta Air,K4,International,Asia,Enplaned,Cargo,Freighter,608.0555381416134,88.314500228,444.22954006925397
200708,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,543.6155973407892,220.92508619999973,422.2815040023119
200906,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,789.0768987962365,835.6201509679992,738.5786743136056
201008,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,88.23809863459314,0.17821036799999995,-2.687899021790778
200903,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Cargo,Passenger,265.2772107929766,216.94434703200025,205.8770451660645
201104,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,241.58427662534928,234.78297897599995,188.49965567653405
201604,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,302.5642534216083,637.4077148880008,229.35104884889412
201301,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,-186.92515821321422,0.24436339199999998,23.709638756488417
200803,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,412.208733849448,587.3090917679991,425.35372596335986
201504,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,-5.439981603068418,2.4041435039999985,5.0107632789875085
201510,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Cargo,Passenger,224.56036149696752,1.4137351199999981,189.97824280829923
200909,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Mail,Passenger,-68.94596872573425,5.404008960000001,-3.1135022938366297
201208,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,309.82803082530177,324.9846411839999,200.29259010753015
201704,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,403.48209468992195,477.04597617600007,557.5367848855678
201604,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Cargo,Passenger,219.4112322445751,134.05903963199972,197.0319194093834
201505,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,212.50998110298815,152.00206307999986,194.519686311897
200605,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Express,Passenger,-32.75790599673792,3.5633908800000005,-2.624085876513627
201912,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Cargo,Passenger,102.75720818177365,80.58124619999988,209.88770287991454
201202,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,14.600998831447214,0.8546322960000002,-3.0032198811835307
201806,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Cargo,Passenger,199.25349572884966,350.44715512799996,209.88770287991454
201702,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,-43.82520473576142,2.706721919999998,40.16393808987547
201210,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,253.648310131588,116.3225266559999,221.66761842520316
201804,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Mail,Passenger,16.499362526642926,196.75054224,42.67617118736184
201401,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,352.5125181027977,367.14075098399945,284.829848737836
201006,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Combi,386.90034585797935,128.179961784,386.72482960830837
201008,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Passenger,-15.453632915948674,3.5423438399999982,36.153280376025414
200609,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,275.9087595311655,209.87213788800014,219.29508514541544
201806,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,142.7850817353085,89.21277792,104.71554394035856
202010,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,32.49744752208403,31.2639490840001,165.5357003856188
201711,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,-72.11838320995821,18.578793744000013,8.816754336766971
201906,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,104.20901195587726,5.789020103999997,67.29993626480677
201110,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,295.01099179303446,186.73485465599998,205.8770451660645
200810,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,-60.506276367847704,7.261691472000006,-18.30595211485094
201302,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,224.7751519436065,24.184718207999985,197.95994101097241
201106,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,219.96974143810075,27.283695264000034,203.36481206857812
201308,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,146.46828814373475,19.283502168000027,72.3361924230323
201402,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,348.1417513614051,814.3110616760001,422.84149286587353
201709,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,308.8913592791471,722.0039697359998,227.265092369445
201210,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,282.4976506690316,53.65804499999999,203.36481206857812
201302,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,353.12160130626785,293.65065172799956,284.829848737836
201309,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,281.88856746556144,106.45869527999989,203.36481206857812
201505,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,29.65561609586007,1.9021080960000023,98.41247509000866
201803,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,-72.68439992429376,27.44903246399999,8.816754336766971
200804,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,190.44472431584768,155.39035075200007,205.8770451660645
200901,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,112.0504335799069,116.28284572800008,200.29259010753015
201505,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,437.28301387845454,819.9978312959989,433.88598969620915
201512,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,58.69578213851082,11.426760071999993,35.020444677442214
201607,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,404.07887318221105,468.5513500079999,554.7780586145523
200512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,36.0565943037609,35.61302052000001,36.153280376025414
200610,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,-48.13197485268506,155.31478099199987,100.62125314956153
201311,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Cargo,Passenger,225.78468025949837,11.19545582399999,162.3116201741997
201408,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,45.253179060162665,20.58925327199996,44.68554410887475
201211,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,274.8625597309506,391.7266557120002,205.8770451660645
201208,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,203.08395828693597,35.264896128000046,74.84842552051867
200901,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,49.00882979422886,0.13013330399999978,204.74646504652856
201303,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,-52.39555727697598,118.41690671999997,100.62125314956153
201805,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,54.574534504815574,1.5578030159999998,121.81520684431099
201405,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,281.2979413288633,59.84514446400007,211.89707580142746
201509,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Cargo,Passenger,170.46281767833602,102.30201374399998,211.89707580142746
201811,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,323.3828513801209,263.23734326399995,287.6035474192718
201106,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,677.2696621567247,95.32245693600002,503.5120137094633
202002,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,96.64528262462659,3.205173888000001,82.24167621478702
201412,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,-26.458963105824296,39.960644975999955,111.66574997989724
201605,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,2.475641272526218,54.503841167999965,37.10016167804779
202006,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Cargo,Passenger,179.56432376428006,132.72513357599988,354.56977421863877
200901,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,119.56239069617254,4.859947512000002,34.66081193936328
201112,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,246.54002823508495,127.23214190399977,205.8770451660645
201612,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,538.0538678868804,103.55018486399996,443.66955120569236
200512,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,236.68946034474266,141.2057344319998,148.24180206760985
200902,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,120.53187548128153,65.55958365600006,72.28546621670847
200801,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Mail,Passenger,76.04933339061404,2.2192198559999965,11.179606644717746
201602,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,275.96935720226156,417.3970182480002,226.83881575140774
201712,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,-33.32687249644255,14.424806591999982,15.354313652032294
201706,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,187.93821658225943,230.96865657599972,207.37546978242815
200601,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,236.1419006971787,262.7758415520003,148.24180206760985
201011,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,189.1711867085919,123.60252542400012,205.8770451660645
